waveTime,significant_wave_height (m)
1600392600,1.22
1600394400,1.26
1600396200,1.24
1600398000,1.2
1600399800,1.14
1600401600,1.15
1600403400,1.07
1600405200,1.05
1600407000,1.07
1600408800,1.06
1600410600,1.04
1600412400,1.03
1600414200,1.02
1600416000,0.99
1600417800,1.0
1600419600,0.98
1600421400,0.95
1600423200,0.93
1600425000,0.93
1600426800,0.91
1600428600,0.93
1600430400,0.88
1600432200,0.85
1600434000,0.86
1600435800,0.82
1600437600,0.82
1600439400,0.79
1600441200,0.8
1600443000,0.73
1600444800,0.72
1600446600,0.74
1600448400,0.75
1600450200,0.71
1600452000,0.68
1600453800,0.7
1600455600,0.71
1600457400,0.73
1600459200,0.74
1600461000,0.76
1600462800,0.68
1600464600,0.73
1600466400,0.69
1600468200,0.69
1600470000,0.71
1600471800,0.69
1600473600,0.78
1600475400,0.83
1600477200,0.83
1600479000,0.91
1600480800,1.04
1600482600,1.0
1600484400,1.19
1600486200,1.28
1600488000,1.34
1600489800,1.39
1600491600,1.51
1600493400,1.61
1600495200,1.56
1600497000,1.61
1600498800,1.71
1600500600,1.82
1600502400,1.83
1600504200,1.81
1600506000,1.74
1600507800,1.75
1600509600,1.89
1600511400,2.11
1600513200,2.3
1600515000,2.2
1600516800,2.18
1600518600,2.2
1600520400,2.23
1600522200,2.24
1600524000,2.28
1600525800,2.22
1600527600,2.47
1600529400,2.39
1600531200,2.31
1600533000,2.42
1600534800,2.42
1600536600,2.48
1600538400,2.47
1600540200,2.52
1600542000,2.55
1600543800,2.58
1600545600,2.65
1600547400,2.58
1600549200,2.69
1600551000,2.69
1600552800,2.74
1600554600,2.76
1600556400,2.85
1600558200,2.75
1600560000,2.73
1600561800,2.86
1600563600,2.85
1600565400,2.78
1600567200,3.03
1600569000,2.96
1600570800,2.9
1600572600,2.89
1600574400,2.7
1600576200,2.68
1600578000,2.52
1600579800,2.56
1600581600,2.63
1600583400,2.47
1600585200,2.67
1600587000,2.51
1600588800,2.56
1600590600,2.71
1600592400,2.57
1600594200,2.7
1600596000,2.73
1600597800,2.82
1600599600,2.79
1600601400,2.71
1600603200,2.77
1600605000,2.85
1600606800,2.83
1600608600,2.9
1600610400,3.0
1600612200,2.86
1600614000,2.9
1600615800,2.75
1600617600,2.9
1600619400,2.55
1600621200,2.68
1600623000,2.69
1600624800,2.6
1600626600,2.58
1600628400,2.6
1600630200,2.57
1600632000,2.61
1600633800,2.68
1600635600,2.61
1600637400,2.62
1600639200,2.91
1600641000,2.73
1600642800,2.83
1600644600,2.95
1600646400,2.96
1600648200,3.06
1600650000,3.15
1600651800,3.27
1600653600,3.16
1600655400,3.06
1600657200,3.3
1600659000,3.25
1600660800,3.06
1600662600,3.26
1600664400,2.91
1600666200,2.9
1600668000,2.75
1600669800,2.74
1600671600,2.82
1600673400,2.71
1600675200,2.8
1600677000,2.57
1600678800,2.73
1600680600,2.68
1600682400,2.55
1600684200,2.67
1600686000,2.63
1600687800,2.51
1600689600,2.67
1600691400,2.78
1600693200,2.85
1600695000,2.8
1600696800,2.8
1600698600,2.91
1600700400,3.0
1600702200,3.02
1600704000,3.0
1600705800,3.07
1600707600,2.98
1600709400,2.98
1600711200,2.81
1600713000,2.86
1600714800,2.74
1600716600,2.62
1600718400,2.7
1600720200,2.73
1600722000,2.66
1600723800,2.62
1600725600,2.71
1600727400,2.8
1600729200,2.57
1600731000,2.67
1600732800,2.7
1600734600,2.67
1600736400,2.74
1600738200,2.92
1600740000,3.12
1600741800,3.01
1600743600,2.85
1600745400,2.94
1600747200,3.18
1600749000,2.85
1600750800,2.8
1600752600,2.74
1600754400,2.68
1600756200,2.69
1600758000,2.62
1600759800,2.41
1600761600,2.51
1600763400,2.49
1600765200,2.57
1600767000,2.55
1600768800,2.51
1600770600,2.46
1600772400,2.37
1600774200,2.26
1600776000,2.34
1600777800,2.4
1600779600,2.4
1600781400,2.19
1600783200,2.34
1600785000,2.33
1600786800,2.23
1600788600,2.32
1600790400,2.12
1600792200,2.01
1600794000,1.97
1600795800,1.83
1600797600,1.84
1600799400,1.7
1600801200,1.59
1600803000,1.54
1600804800,1.57
1600806600,1.48
1600808400,1.55
1600810200,1.52
1600812000,1.51
1600813800,1.43
1600815600,1.48
1600817400,1.45
1600819200,1.49
1600821000,1.48
1600822800,1.46
1600824600,1.45
1600826400,1.41
1600828200,1.42
1600830000,1.49
1600831800,1.39
1600833600,1.41
1600835400,1.41
1600837200,1.41
1600839000,1.33
1600840800,1.22
1600842600,1.25
1600844400,1.26
1600846200,1.2
1600848000,1.19
1600849800,1.16
1600851600,1.1
1600853400,1.12
1600855200,1.1
1600857000,1.04
1600858800,1.08
1600860600,1.04
1600862400,1.02
1600864200,0.98
1600866000,1.06
1600867800,1.12
1600869600,1.1
1600871400,1.15
1600873200,1.15
1600875000,1.14
1600876800,1.17
1600878600,1.12
1600880400,1.16
1600882200,1.04
1600884000,1.09
1600885800,1.09
1600887600,1.06
1600889400,1.04
1600891200,1.03
1600893000,0.95
1600894800,0.94
1600896600,0.91
1600898400,0.88
1600900200,0.91
1600902000,0.9
1600903800,0.87
1600905600,0.88
1600907400,0.9
1600909200,0.84
1600911000,0.94
1600912800,0.88
1600914600,0.9
1600916400,0.92
1600918200,0.91
1600920000,0.96
1600921800,0.92
1600923600,0.96
1600925400,0.97
1600927200,0.96
1600929000,0.92
1600930800,0.98
1600932600,0.96
1600934400,0.95
1600936200,0.95
1600938000,0.91
1600939800,0.92
1600941600,0.93
1600943400,0.91
1600945200,0.93
1600947000,0.96
1600948800,0.95
1600950600,0.99
1600952400,0.99
1600954200,0.99
1600956000,0.99
1600957800,0.98
1600959600,0.96
1600961400,0.99
1600963200,0.99
1600966800,1.03
1600968600,1.02
1600970400,1.0
1600972200,0.97
1600974000,0.92
1600975800,0.91
1600977600,0.95
1600979400,1.05
1600981200,1.06
1600983000,1.08
1600984800,1.07
1600986600,1.07
1600988400,1.17
1600990200,1.26
1600992000,1.24
1600993800,1.24
1600995600,1.34
1600997400,1.4
1600999200,1.4
1601001000,1.4
1601002800,1.4
1601004600,1.38
1601006400,1.42
1601008200,1.42
1601010000,1.38
1601011800,1.37
1601013600,1.43
1601015400,1.32
1601017200,1.36
1601019000,1.24
1601020800,1.28
1601022600,1.28
1601024400,1.27
1601026200,1.19
1601028000,1.1
1601029800,1.07
1601031600,1.01
1601033400,1.07
1601035200,1.09
1601037000,1.0
1601038800,0.98
1601040600,0.99
1601042400,0.97
1601044200,0.94
1601046000,0.93
1601047800,0.92
1601049600,0.9
1601051400,0.97
1601053200,0.91
1601055000,0.93
1601056800,0.92
1601058600,0.99
1601060400,1.0
1601062200,0.92
1601064000,0.89
1601065800,0.87
1601067600,0.85
1601069400,0.86
1601071200,0.85
1601073000,0.88
1601074800,0.81
1601076600,0.81
1601078400,0.81
1601080200,0.79
1601082000,0.78
1601083800,0.77
1601085600,0.8
1601087400,0.8
1601089200,0.8
1601091000,0.79
1601092800,0.83
1601094600,0.85
1601096400,0.8
1601098200,0.85
1601100000,0.8
1601101800,0.85
1601103600,0.83
1601105400,0.86
1601107200,0.89
1601109000,0.85
1601110800,0.88
1601112600,0.8
1601114400,0.83
1601116200,0.81
1601118000,0.77
1601119800,0.73
1601121600,0.69
1601123400,0.67
1601125200,0.66
1601127000,0.65
1601128800,0.65
1601130600,0.64
1601132400,0.58
1601134200,0.58
1601136000,0.63
1601137800,0.61
1601139600,0.65
1601141400,0.65
1601143200,0.65
1601145000,0.68
1601146800,0.69
1601148600,0.66
1601150400,0.67
1601152200,0.66
1601154000,0.69
1601155800,0.64
1601157600,0.65
1601159400,0.61
1601161200,0.58
1601163000,0.57
1601164800,0.56
1601166600,0.56
1601168400,0.56
1601170200,0.54
1601172000,0.57
1601173800,0.54
1601175600,0.55
1601177400,0.56
1601179200,0.56
1601181000,0.57
1601182800,0.54
1601184600,0.56
1601186400,0.6
1601188200,0.53
1601190000,0.57
1601191800,0.56
1601193600,0.56
1601195400,0.56
1601197200,0.55
1601199000,0.57
1601200800,0.52
1601202600,0.5
1601204400,0.5
1601206200,0.51
1601208000,0.53
1601209800,0.53
1601211600,0.51
1601213400,0.54
1601215200,0.53
1601217000,0.55
1601218800,0.59
1601220600,0.61
1601222400,0.62
1601224200,0.64
1601226000,0.65
1601227800,0.65
1601229600,0.68
1601231400,0.71
1601233200,0.71
1601235000,0.72
1601236800,0.7
1601238600,0.73
1601240400,0.69
1601242200,0.68
1601244000,0.69
1601245800,0.64
1601247600,0.63
1601249400,0.6
1601251200,0.56
1601253000,0.55
1601254800,0.55
1601256600,0.53
1601258400,0.56
1601260200,0.6
1601262000,0.62
1601263800,0.64
1601265600,0.7
1601267400,0.69
1601269200,0.74
1601271000,0.77
1601272800,0.77
1601274600,0.8
1601276400,0.8
1601278200,0.8
1601280000,0.8
1601281800,0.76
1601283600,0.73
1601285400,0.77
1601287200,0.76
1601289000,0.7
1601290800,0.67
1601292600,0.68
1601294400,0.67
1601296200,0.64
1601298000,0.64
1601299800,0.61
1601301600,0.62
1601303400,0.62
1601305200,0.62
1601307000,0.64
1601308800,0.63
1601310600,0.62
1601312400,0.61
1601314200,0.64
1601316000,0.7
1601317800,0.77
1601319600,0.84
1601321400,0.93
1601323200,0.92
1601325000,0.87
1601326800,0.84
1601328600,0.81
1601330400,0.84
1601332200,0.78
1601335800,0.83
1601337600,0.77
1601339400,0.73
1601341200,0.7
1601343000,0.69
1601344800,0.69
1601346600,0.73
1601348400,0.71
1601350200,0.74
1601352000,0.7
1601353800,0.74
1601355600,0.76
1601357400,0.81
1601359200,0.78
1601361000,0.79
1601362800,0.84
1601364600,0.85
1601366400,0.87
1601368200,0.89
1601370000,0.93
1601371800,0.9
1601373600,0.86
1601375400,0.89
1601377200,0.83
1601379000,0.81
1601380800,0.77
1601382600,0.78
1601384400,0.76
1601386200,0.83
1601388000,0.82
1601389800,0.76
1601391600,0.81
1601393400,0.8
1601395200,0.8
1601397000,0.79
1601398800,0.79
1601400600,0.77
1601402400,0.75
1601404200,0.81
1601406000,0.81
1601407800,0.93
1601409600,0.92
1601411400,0.92
1601413200,0.96
1601415000,0.98
1601416800,1.07
1601418600,1.13
1601420400,1.22
1601422200,1.29
1601424000,1.1
1601425800,1.09
1601427600,1.0
1601429400,0.92
1601431200,0.92
1601433000,0.89
1601434800,0.9
1601436600,0.88
1601438400,0.94
1601440200,0.91
1601442000,0.88
1601443800,0.84
1601445600,0.81
1601447400,0.82
1601449200,0.86
1601451000,0.9
1601452800,0.92
1601454600,0.93
1601456400,0.95
1601458200,0.95
1601460000,0.94
1601461800,0.94
1601463600,0.93
1601465400,0.87
1601467200,0.88
1601469000,0.84
1601470800,0.87
1601472600,0.86
1601474400,0.87
1601476200,0.86
1601478000,0.86
1601479800,0.8
1601481600,0.76
1601483400,0.73
1601485200,0.73
1601487000,0.74
1601488800,0.69
1601490600,0.64
1601492400,0.62
1601494200,0.61
1601496000,0.58
1601497800,0.59
1601499600,0.57
1601501400,0.53
1601503200,0.54
1601505000,0.54
1601506800,0.52
1601508600,0.53
1601510400,0.53
1601512200,0.48
1601514000,0.48
1601515800,0.47
1601517600,0.43
1601519400,0.45
1601521200,0.42
1601523000,0.42
1601524800,0.45
1601526600,0.43
1601528400,0.43
1601530200,0.4
1601532000,0.41
1601533800,0.41
1601535600,0.43
1601537400,0.44
1601539200,0.45
1601541000,0.46
1601542800,0.51
1601544600,0.51
1601546400,0.52
1601548200,0.52
1601550000,0.54
1601551800,0.5
1601553600,0.53
1601555400,0.52
1601557200,0.57
1601559000,0.53
1601560800,0.53
1601562600,0.54
1601564400,0.54
1601566200,0.55
1601568000,0.52
1601569800,0.54
1601571600,0.52
1601573400,0.5
1601575200,0.48
1601577000,0.55
1601578800,0.55
1601580600,0.58
1601582400,0.54
1601584200,0.64
1601586000,0.66
1601587800,0.66
1601589600,0.58
1601591400,0.67
1601593200,0.72
1601595000,0.65
1601596800,0.72
1601598600,0.64
1601600400,0.69
1601602200,0.68
1601604000,0.65
1601605800,0.64
1601607600,0.62
1601609400,0.63
1601611200,0.64
1601613000,0.64
1601614800,0.66
1601616600,0.62
1601618400,0.73
1601620200,0.7
1601622000,0.64
1601623800,0.68
1601625600,0.72
1601627400,0.68
1601629200,0.73
1601631000,0.74
1601632800,0.71
1601634600,0.66
1601636400,0.72
1601638200,0.84
1601640000,0.94
1601641800,0.98
1601643600,0.99
1601645400,1.02
1601647200,0.99
1601649000,1.0
1601650800,0.94
1601652600,0.87
1601654400,0.85
1601656200,0.8
1601658000,0.75
1601659800,0.72
1601661600,0.73
1601663400,0.69
1601665200,0.7
1601667000,0.76
1601668800,0.71
1601670600,0.71
1601672400,0.73
1601674200,0.74
1601676000,0.76
1601677800,0.81
1601679600,0.91
1601681400,0.95
1601683200,0.95
1601685000,0.98
1601686800,0.97
1601688600,0.98
1601690400,0.94
1601692200,0.94
1601694000,0.89
1601695800,0.87
1601697600,0.88
1601699400,0.91
1601701200,0.93
1601703000,0.98
1601704800,0.96
1601706600,0.95
1601708400,0.95
1601710200,0.98
1601712000,0.99
1601713800,1.02
1601715600,1.03
1601717400,1.06
1601719200,1.08
1601721000,1.03
1601722800,1.09
1601724600,1.16
1601726400,1.16
1601728200,1.14
1601730000,1.22
1601731800,1.36
1601733600,1.44
1601735400,1.49
1601737200,1.58
1601739000,1.68
1601740800,1.73
1601742600,1.69
1601744400,1.71
1601746200,1.68
1601748000,1.88
1601749800,1.81
1601751600,1.93
1601753400,1.89
1601755200,1.91
1601757000,2.0
1601758800,1.93
1601760600,2.08
1601762400,1.96
1601764200,2.12
1601766000,2.15
1601767800,2.04
1601769600,2.07
1601771400,2.01
1601773200,2.1
1601775000,2.11
1601776800,2.01
1601778600,2.11
1601780400,2.04
1601782200,2.01
1601784000,1.99
1601785800,1.93
1601787600,1.97
1601789400,1.95
1601791200,1.92
1601793000,1.92
1601794800,1.83
1601796600,1.9
1601798400,1.82
1601800200,1.83
1601802000,1.73
1601803800,1.69
1601805600,1.71
1601807400,1.68
1601809200,1.63
1601811000,1.72
1601812800,1.72
1601814600,1.72
1601816400,1.74
1601818200,1.7
1601820000,1.66
1601821800,1.67
1601823600,1.62
1601825400,1.58
1601827200,1.57
1601829000,1.51
1601830800,1.44
1601832600,1.42
1601834400,1.42
1601836200,1.37
1601838000,1.44
1601839800,1.32
1601841600,1.27
1601843400,1.34
1601845200,1.31
1601847000,1.27
1601848800,1.35
1601850600,1.36
1601852400,1.43
1601854200,1.3
1601856000,1.37
1601857800,1.35
1601859600,1.3
1601861400,1.35
1601863200,1.37
1601865000,1.34
1601866800,1.29
1601868600,1.23
1601870400,1.31
1601872200,1.22
1601874000,1.25
1601875800,1.24
1601877600,1.1
1601879400,1.21
1601881200,1.18
1601883000,1.2
1601884800,1.2
1601886600,1.2
1601888400,1.22
1601890200,1.27
1601892000,1.33
1601893800,1.33
1601895600,1.41
1601897400,1.44
1601899200,1.42
1601901000,1.49
1601902800,1.38
1601904600,1.43
1601906400,1.42
1601908200,1.45
1601910000,1.43
1601911800,1.43
1601913600,1.34
1601915400,1.4
1601917200,1.44
1601919000,1.44
1601920800,1.5
1601922600,1.58
1601924400,1.55
1601926200,1.58
1601928000,1.67
1601929800,1.69
1601931600,1.68
1601933400,1.82
1601935200,1.73
1601937000,1.76
1601938800,1.73
1601940600,1.81
1601942400,1.72
1601944200,1.71
1601946000,1.75
1601947800,1.7
1601949600,1.68
1601951400,1.68
1601953200,1.64
1601955000,1.6
1601956800,1.62
1601958600,1.53
1601960400,1.45
1601962200,1.49
1601964000,1.43
1601965800,1.38
1601967600,1.4
1601969400,1.48
1601971200,1.48
1601973000,1.41
1601974800,1.48
1601976600,1.37
1601978400,1.41
1601980200,1.41
1601982000,1.44
1601983800,1.42
1601985600,1.4
1601987400,1.36
1601989200,1.34
1601991000,1.33
1601992800,1.36
1601994600,1.21
1601996400,1.18
1601998200,1.15
1602000000,1.16
1602001800,1.19
1602003600,1.1
1602005400,1.13
1602007200,1.08
1602009000,1.03
1602010800,1.06
1602012600,1.05
1602014400,1.07
1602016200,1.04
1602018000,1.0
1602019800,1.04
1602021600,1.05
1602023400,1.08
1602025200,1.06
1602027000,1.16
1602028800,1.13
1602030600,1.11
1602032400,1.11
1602034200,1.13
1602036000,1.11
1602037800,1.08
1602039600,1.11
1602041400,1.06
1602043200,1.01
1602045000,0.98
1602046800,0.98
1602048600,0.94
1602050400,0.92
1602052200,0.93
1602054000,0.95
1602055800,0.95
1602057600,0.9
1602059400,0.94
1602061200,0.93
1602063000,0.98
1602064800,1.01
1602066600,1.03
1602068400,0.97
1602070200,0.93
1602072000,0.96
1602073800,1.01
1602075600,0.97
1602077400,0.92
1602079200,0.9
1602081000,0.92
1602082800,0.92
1602084600,0.92
1602086400,0.95
1602088200,0.89
1602090000,0.89
1602091800,0.89
1602093600,0.84
1602095400,0.81
1602097200,0.77
1602099000,0.75
1602100800,0.77
1602102600,0.71
1602104400,0.72
1602106200,0.74
1602108000,0.71
1602109800,0.69
1602111600,0.7
1602113400,0.72
1602115200,0.72
1602117000,0.73
1602118800,0.74
1602120600,0.71
1602122400,0.74
1602124200,0.69
1602126000,0.73
1602127800,0.78
1602129600,0.74
1602131400,0.72
1602133200,0.71
1602135000,0.66
1602136800,0.71
1602138600,0.66
1602140400,0.65
1602142200,0.63
1602144000,0.65
1602145800,0.6
1602147600,0.63
1602149400,0.61
1602151200,0.63
1602153000,0.6
1602154800,0.61
1602156600,0.64
1602158400,0.65
1602160200,0.63
1602162000,0.66
1602163800,0.63
1602165600,0.65
1602167400,0.65
1602169200,0.66
1602171000,0.66
1602172800,0.71
